Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class
EMLB,PIMCO EM ADV LOCAL BOND UCITS USD AC,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,EMLB.L,Fixed Income
UKMV,OSSIAM FTSE 100 MIN VAR ETF,OSSIAM LUX,SP,UKMV.L,UK Equity
XGIG,X GLOBAL INFLATION LINKED GBP,XTRACKERS II,SP,XGIG.L,Fixed Income
XGSG,X GLOBAL GOV BOND GBP,XTRACKERS II,SP,XGSG.L,Fixed Income
XSTR,XTRACKERS II X GBP RATE SWAP,XTRACKERS II,SP,XSTR.L,Alternatives
STHY,PIMCO US HY CORP BOND IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,STHY.L,Fixed Income
DEMV,OSSIAM EMG MKTS MIN VAR NR ETF -USD,OSSIAM LUX,SP,DEMV.L,Global Equity
UB12,UBS ETF MSCI EUROPE (EUR) A-DIS,UBS ETF,SP,UB12.L,Global Equity
UC46,UBS ETF MSCI USA SOCIALLY RESP UCITS,UBS ETF,SP,UC46.L,Global Equity
UC44,UBS ETF MSCI WORLD SOCIALLY RESPONSIBLEA,UBS ETF,SP,UC44.L,Global Equity
LEML,LYXOR ETF MSCI EMERGING MARKETS,MULTI UNITS FRANCE,SP,LEML.L,Global Equity
WATL,LYXOR WORLD WATER - DIST,MULTI UNITS FRANCE,SP,WATL.L,Global Equity
JPNL,LYXOR JAPAN (TOPIX) - DIST,MULTI UNITS FRANCE,SP,JPNL.L,Global Equity
DJEL,LYXOR DOW JONES INDUSTRIAL AVG - DIST,LYXOR INTERNATIONAL ASSET MANAGEMNT,SP,DJEL.L,Global Equity
INRL,LYXOR ETF MSCI INDIA,MULTI UNITS FRANCE,SP,INRL.L,Global Equity
SGQL,LYXOR ETF SG GLOBAL QUALITY INCOME NTR,MULTI UNITS LUXEMBOURG,SP,SGQL.L,Global Equity
XG7U,X GLOBAL INFLATION LINKED USD,XTRACKERS II,SP,XG7U.L,Fixed Income
UC55,UBS ETF MSCI WORLD (USD) A-DIS,UBS ETF,SP,UC55.L,Global Equity
MSED,LYXOR CORE EURO STOXX 50,LYXOR INDEX FUND,SP,MSED.L,Global Equity
MEUD,LYXOR CORE STOXX EUROPE 600,LYXOR INDEX FUND,SP,MEUD.L,Global Equity
CRWU,OSSIAM RISK WGHT COMMO EXG ETF-USD,OSSIAM LUX,SP,CRWU.L,Alternatives
SGQE,LYX ETF SG EURO QUALITY INCOME DIS,MULTI UNITS LUXEMBOURG,SP,SGQE.L,Global Equity
STHE,PIMCO US HY CORP BOND EUR IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,STHE.L,Fixed Income
XCS2,X AUSTRALIA GOVERNMENT BOND,XTRACKERS II,SP,XCS2.L,Fixed Income
XG7S,X GLOBAL GOV BOND,XTRACKERS II,SP,XG7S.L,Fixed Income
XGIU,X GLBAL INFLATION LINKED 5C,XTRACKERS II,SP,XGIU.L,Fixed Income
UC63,UBS ETF-MSCI UNITED KINGDOM A-DIS,UBS ETF,SP,UC63.L,UK Equity
UC64,UBS ETF-MSCI UNITED KINGDOM A-ACC,UBS ETF,SP,UC64.L,UK Equity
EMLI,PIMCO EM ADV LOCAL BOND UCITS USD IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,EMLI.L,Fixed Income
DSUS,LYX ETF 10Y US T DAILY SHORT ACC,MULTI UNITS FRANCE,SP,DSUS.L,Alternatives
WLDU,LYXOR MSCI WORLD - MH TO USD - DIST,MULTI UNITS FRANCE,SP,WLDU.L,Global Equity
GEF,MS GLOBAL EQUITY FACTORS UCITS ETF USD,FUNDLOGIC ALTERNATIVES PLC,SP,GEF.L,Global Equity
RUSG,LYXOR RUSSELL 1000 GROWTH - ACC,MULTI UNITS FRANCE,SP,RUSG.L,Global Equity
RUSV,LYXOR RUSSELL 1000 VALUE - ACC - USD,MULTI UNITS FRANCE,SP,RUSV.L,Global Equity
XBAG,X GLOBAL AGGREGATE SWAP,XTRACKERS II,SP,XBAG.L,Fixed Income
SGVB,LYX ETF SG GLOBAL VALUE BETA ACC,LYXOR INDEX FUND,SP,SGVB.L,Global Equity
CACX,LYXOR CAC 40 - DIST,LYXOR INTERNATIONAL ASSET MANAGEMNT,SP,CACX.L,Global Equity
MIBX,LYXOR FTSE MIB - DIST,MULTI UNITS FRANCE,SP,MIBX.L,Global Equity
DAXX,LYX ETF DAX (DR) ACC,MULTI UNITS LUXEMBOURG,SP,DAXX.L,Global Equity
CNAA,LYX ETF HWABAO WP MSCI CHINA A(DR) ACC,MULTI UNITS FRANCE,SP,CNAA.L,Global Equity
UC79,UBS ETF MSCI EM SOCIALLY RESP USD A-DIS,UBS ETF,SP,UC79.L,Global Equity
UC67,UBS ETF - MSCI USA UCITS ETF (USD) A-DIS,UBS ETF,SP,UC67.L,Global Equity
DHS,WISDOMTREE US EQUITY INCOME UCITS ETF,WISDOMTREE ISSUER ICAV,SP,DHS.L,Global Equity
DESE,WISDOMTREE US SMALLCAP DIV UCITS ETF,WISDOMTREE ISSUER ICAV,SP,DESE.L,Global Equity
EEI,WT EUROPE EQTY INCOME UCITS,WISDOMTREE ISSUER ICAV,SP,EEI.L,Global Equity
DFE,WISDOMTREE EUROPE SMALLCAP DIV UCITS ETF,WISDOMTREE ISSUER ICAV,SP,DFE.L,Global Equity
UKSR,UBS ETF MSCI UK SRI A-DIS,UBS (IRL) ETF PLC,SP,UKSR.L,Global Equity
UC76,UBS ETF BLM BARC US LIQUID CRP USD A-DIS,UBS ETF,SP,UC76.L,Fixed Income
UC85,UBS ETF BLM BARC US LIQ CRP HD TO GBP AD,UBS ETF,SP,UC85.L,Fixed Income
UC82,UBSETF BLM BARC US LIQ CRP 1-5 HD TO GBP,UBS ETF,SP,UC82.L,Fixed Income
UC81,UBSETF BLM BARC US LIQ CRP 1-5 USD A-DIS,UBS ETF,SP,UC81.L,Fixed Income
NXKE,NOMURA NIKKEI 225 EUR-HEDGED UCITS ETF,NOMURA NEXT FUNDS IRELAND PLC,SP,NXKE.L,Global Equity
NXKU,NOMURA NIKKEI 225 USD-HEDGED UCITS ETF,NOMURA NEXT FUNDS IRELAND PLC,SP,NXKU.L,Global Equity
MSEU,LYXOR EURO STOXX 50 - DAILY H TO USD-ACC,MULTI UNITS FRANCE,SP,MSEU.L,Global Equity
MSEX,LYXOR EURO STOXX 50 - DAILY H TO GBP-ACC,MULTI UNITS FRANCE,SP,MSEX.L,Global Equity
UC89,UBSETF MSCI EMU HDG TO USD A-DIS,UBS ETF,SP,UC89.L,Global Equity
CAPE,OSSIAM ETF SHILLER BARCLAYS CAPE EU-EUR,OSSIAM LUX,SP,CAPE.L,Global Equity
CSHD,LYXOR EURO OVERNIGHT RETURN UCITS ETF,MULTI UNITS FRANCE,SP,CSHD.L,Cash
UC87,UBSETF MSCI CANADA HDG TO GBP A-ACC,UBS ETF,SP,UC87.L,Global Equity
UC90,UBSETF CMCI COMPOSITE GBP A-ACC,UBS ETFS PLC,SP,UC90.L,Alternatives
MEUG,LYXOR MSCI EUROPE - DIST GBP,MULTI UNITS FRANCE,SP,MEUG.L,Global Equity
ISEQ,WISDOMTREE ISEQ 20 UCITS ETF,WISDOMTREE ISSUER ICAV,SP,ISEQ.L,Global Equity
PAXJ,LYX ETF MSCI PACIFIC EX JAPAN DIS,MULTI UNITS LUXEMBOURG,SP,PAXJ.L,Global Equity
DXGP,WT GERMANY EQUITY UCITS ETF – GBP HED,WISDOMTREE ISSUER ICAV,SP,DXGP.L,Global Equity
STYC,PIMCO US HY CORP BOND AC,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,STYC.L,Fixed Income
DXJ,WT JAPAN EQUITY UCITS ETF USD HEDGED,WISDOMTREE ISSUER ICAV,SP,DXJ.L,Global Equity
HEDJ,WT EUROPE EQUITY UCITS ETF – USD HED,WISDOMTREE ISSUER ICAV,SP,HEDJ.L,Global Equity
NJXE,NOMURA JPXNIKKEI400 NETTR D-EUR HD UCITS,NOMURA NEXT FUNDS IRELAND PLC,SP,NJXE.L,Global Equity
NJXU,NOMURA JPXNIKKEI400 NETTR D-USD HD UCITS,NOMURA NEXT FUNDS IRELAND PLC,SP,NJXU.L,Global Equity
CSH2,LYXOR SMART CASH UCITS ETF C-GBP,LYXOR INDEX FUND,SP,CSH2.L,Cash
MVAE,LYX ETF FTSE EURO MINI VARIANCE ACC,MULTI UNITS LUXEMBOURG,SP,MVAE.L,Global Equity
UC93,UBSETF MSCI SWITZERLAND HDG TO GBP A-ACC,UBS ETF,SP,UC93.L,Global Equity
UC94,UBSETF MSCI SWITZERLAND HDG TO GBP A-DIS,UBS ETF,SP,UC94.L,Global Equity
FEDF,LYX ETF FED FUNDS US CASH ACC,MULTI UNITS LUXEMBOURG,SP,FEDF.L,Cash
UCAP,OSSIAM ETF SHILLER BARCLAYS CAPE US-USD,OSSIAM LUX,SP,UCAP.L,Global Equity
JPSR,UBSETF MSCI JAPAN SOC. RESPON. JPY A-DIS,UBS ETF,SP,JPSR.L,Global Equity
USEF,MS US EQUITY FACTORS UCITS ETF,FUNDLOGIC ALTERNATIVES PLC,SP,USEF.L,Global Equity
SGQX,LYXOR SGQI UCITS ETF MTHLY HDGD C-GBP,MULTI UNITS LUXEMBOURG,SP,SGQX.L,Global Equity
UC97,UBSETF BLM BARC US LIQ CRP SUS USD A-DIS,UBS ETF,SP,UC97.L,Fixed Income
USIG,LYX ETF US LIQ IG CORP BDS DIS,LYXOR INDEX FUND,SP,USIG.L,Fixed Income
UD02,UBSETF FACTOR M. EMU LOW VOL. EUR A-DIS,UBS ETF,SP,UD02.L,Global Equity
UD03,UBSETF FACTOR EMU PRIME VAL. EUR A-DIS,UBS ETF,SP,UD03.L,Global Equity
UD04,UBSETF FACTOR EMU QUALITY EUR A-DIS,UBS ETF,SP,UD04.L,Global Equity
UC95,UBSETF FACTOR M. USA LOW VOL. USD A-DIS,UBS (IRL) ETF PLC,SP,UC95.L,Global Equity
UC96,UBSETF FACTOR USA PRIME VALUE USD A-DIS,UBS (IRL) ETF PLC,SP,UC96.L,Global Equity
UC99,UBSETF FACTOR USA QUALITY USD A-DIS,UBS (IRL) ETF PLC,SP,UC99.L,Global Equity
WUKD,WISDOMTREE UK EQUITY INCOME UCITS ETF,WISDOMTREE ISSUER ICAV,SP,WUKD.L,UK Equity
DEMA,WSDMTREE EMRGNG ASIA EQTY INC UCITS ETF,WISDOMTREE ISSUER ICAV,SP,DEMA.L,Global Equity
DXGE,WT GERMANY EQUITY UCITS ETF – USD HED,WISDOMTREE ISSUER ICAV,SP,DXGE.L,Global Equity
HEDP,WT EUROPE EQUITY UCITS ETF – GBP HED,WISDOMTREE ISSUER ICAV,SP,HEDP.L,Global Equity
DXJP,WT JAPAN EQUITY UCITS ETF – GBP HED,WISDOMTREE ISSUER ICAV,SP,DXJP.L,Global Equity
STHS,PIMCO US HY CORP BOND  GBP IN,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,STHS.L,Fixed Income
AUGA,UBSETF AUSTRALIA HEDG. TO GBP A-ACC,UBS (IRL) ETF PLC,SP,AUGA.L,Global Equity
UPVL,UBSETF FACTOR USA PRIME V. H. GBP A-DIS,UBS (IRL) ETF PLC,SP,UPVL.L,Global Equity
UQLT,UBSETF FACTOR USA QUALITY H. GBP A-DIS,UBS (IRL) ETF PLC,SP,UQLT.L,Global Equity
SBEM,UBSETF BLM BARC USD EMMA SOVER USD A-DIS,UBS ETF,SP,SBEM.L,Fixed Income
CXAU,UBSETF CMCI EX-AGRICULTURE USD,UBS ETFS PLC,SP,CXAU.L,Alternatives
SBEG,UBSETF BLM BARC USD EMMA SOVER GBP A-DIS,UBS ETF,SP,SBEG.L,Fixed Income
DGRA,WT US QUAL DIV GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,DGRA.L,Global Equity
GGRA,WT GLBL QUAL DIV GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,GGRA.L,Global Equity
US71,LYX CORE US TREASURIES 7-10Y (DR) ETF,MULTI UNITS LUXEMBOURG,SP,US71.L,Fixed Income
EGRA,WISDOMTREE EZ QD GROW UCITS ETF-EUR ACC,WISDOMTREE ISSUER ICAV,SP,EGRA.L,Global Equity
ALQD,X USD ASIACORP BOND,XTRACKERS II,SP,ALQD.L,Fixed Income
US13,LYX CORE US $ TREASURIES 1-3Y (DR) ETF,MULTI UNITS LUXEMBOURG,SP,US13.L,Fixed Income
GILI,LYXOR CORE FTSE UK GILTS INFLATION-LINK,MULTI UNITS LUXEMBOURG,SP,GILI.L,Fixed Income
GILS,LYXOR CORE FTSE ACTUARIES UK GILTS DIST,MULTI UNITS LUXEMBOURG,SP,GILS.L,Fixed Income
COUK,LYX ETF IBOXX LIQ CORP LG DA DIS TH,MULTI UNITS LUXEMBOURG,SP,COUK.L,Fixed Income
GGRW,WT GLOBAL QD GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,GGRW.L,Global Equity
EGRW,WISDOMTREE EZ QD GROW UCITS ETF-EUR,WISDOMTREE ISSUER ICAV,SP,EGRW.L,Global Equity
DGRW,WT US QD GROWTH UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,DGRW.L,Global Equity
HEDK,WT EUROPE EQUITY UCITS ETF - USD H ACC,WISDOMTREE ISSUER ICAV,SP,HEDK.L,Global Equity
DEMR,WT EM EI UCITS ETF - ACC,WISDOMTREE ISSUER ICAV,SP,DEMR.L,Global Equity
EEIA,WT EUROPE EQUITY INCOME UCITS ETF ACC,WISDOMTREE ISSUER ICAV,SP,EEIA.L,Global Equity
DFEA,WT SMCAP DIV - ACC,WISDOMTREE ISSUER ICAV,SP,DFEA.L,Global Equity
DHSA,WT US EQUITY INCOME UCITS ETF – ACC,WISDOMTREE ISSUER ICAV,SP,DHSA.L,Global Equity
DHSG,WISDOMTREE USE EFT - GBP HEDGED,WISDOMTREE ISSUER ICAV,SP,DHSG.L,Global Equity
USPG,UBSETF S&P 500 GBP HD A-DIS,UBS (IRL) ETF PLC,SP,USPG.L,Global Equity
UBTP,UBSETF BLM BARC TIPS1-10 HD GBP A-ACC,UBS ETF,SP,UBTP.L,Fixed Income
UBTL,UBSETF BLM BARC TIPS 10+ USD A-DIS,UBS ETF,SP,UBTL.L,Fixed Income
UBTS,UBSETF BLM BARC TIPS1-10 USD A-DIS,UBS ETF,SP,UBTS.L,Fixed Income
BRZ,AMUNDI MSCI BRAZIL UCITS ETF,AMUNDI INDEX SOLUTIONS ,SP,BRZ.L,Global Equity
FT1K,AMUNDI FTSE 100 UCITS ETF - GBP,AMUNDI INDEX SOLUTIONS ,SP,FT1K.L,UK Equity
CBSE,UBSETF BLM BARC MSCI EUR.AR.LIQ.C.EUR,UBS ETF,SP,CBSE.L,Global Equity
EPIQ,WISDOMTREE INDIA QUALITY UCITS ETF – USD,WISDOMTREE ISSUER ICAV,SP,EPIQ.L,Global Equity
EPIE,WT INDIA QUALITY UCITS ETF - USD ACC,WISDOMTREE ISSUER ICAV,SP,EPIE.L,Global Equity
DXJA,WT JAPAN EQUITY UCITS ETF - USD HED ACC,WISDOMTREE ISSUER ICAV,SP,DXJA.L,Global Equity
USFM,UBSETF MSCI US SEL FACTOR MIX USD A-DIS,UBS (IRL) ETF PLC,SP,USFM.L,Global Equity
BCCU,UBSETF BLOOMBERG COMMODITY CMCI A-DIS,UBS ETFS PLC,SP,BCCU.L,Alternatives
GGOV,AMUNDI J.P. MORGAN GLOBAL GOVIES DR,AMUNDI ETF,SP,GGOV.L,Fixed Income
NRAM,AMUNDI INDEX MSCI NORTH AMERICA DR,AMUNDI ETF,SP,NRAM.L,Global Equity
MWRD,AMUNDI INDEX MSCI WORLD DR,AMUNDI ETF,SP,MWRD.L,Global Equity
EPRA,AMUNDI INDEX FTSE EPRA NAREIT GLOBAL DR,AMUNDI ETF,SP,EPRA.L,Alternatives
UC48,UBSETF MSCI AC ASIA EX JAPAN A-ACC,UBS ETFS PLC,SP,UC48.L,Global Equity
HYST,LYX ETF BOFAML $ ST TERM HY BD DIS,LYXOR INDEX FUND,SP,HYST.L,Fixed Income
SP5C,LYXOR S&P 500 UCITS ETF - C-EUR,MULTI UNITS LUXEMBOURG,SP,SP5C.L,Global Equity
UB0A,UBSETF MSCI USA HD GBP A-ACC,UBS (IRL) ETF PLC,SP,UB0A.L,Global Equity
UB0B,UBSETF MSCI USA HD GBP A-DIS,UBS (IRL) ETF PLC,SP,UB0B.L,Global Equity
UB0E,UBSETF MSCI EMU HGBP A-ACC,UBS ETF,SP,UB0E.L,Global Equity
UB0F,UBSETF MSCI EMU HGBP A-DIS,UBS ETF,SP,UB0F.L,Global Equity
UB0C,UBSETF MSCI JAPAN HGBP A-ACC,UBS ETF,SP,UB0C.L,Global Equity
UB0D,UBSETF MSCI JAPAN HGBP A-DIS,UBS ETF,SP,UB0D.L,Global Equity
JPXU,LYX ETF JPXNIKKEI400(DR) DHUSD ACC TH,MULTI UNITS LUXEMBOURG,SP,JPXU.L,Global Equity
JPX4,LYX ETF JPXNIKKEI400(DR) ACC TH,MULTI UNITS LUXEMBOURG,SP,JPX4.L,Global Equity
AUAD,UBSETF MSCI AUSTRALIA AUD A-DIS,UBS (IRL) ETF PLC,SP,AUAD.L,Global Equity
JPXX,LYX ETF JPXNIKKEI400(DR) DHGBP ACC TH,MULTI UNITS LUXEMBOURG,SP,JPXX.L,Global Equity
SWIH,LYX ETF $ FLOATING RATE MH GBP DIS,LYXOR INDEX FUND,SP,SWIH.L,Alternatives
USAU,LYXOR MSCI USA - DIST,MULTI UNITS FRANCE,SP,USAU.L,Global Equity
WLDD,LYXOR MSCI WORLD - DIST,MULTI UNITS FRANCE,SP,WLDD.L,Global Equity
MVAU,LYX ETF FTSE USA MIN VAR ACC TH,MULTI UNITS LUXEMBOURG,SP,MVAU.L,Global Equity
UBIF,UBSETF BG BAR EUR INFL LNK 1-10 EUR ADIS,UBS ETF,SP,UBIF.L,Fixed Income
SEMC,UBSETF JPM USD EM DIV BOND 1-5 USD ADIS,UBS ETF,SP,SEMC.L,Fixed Income
MTXX,LYX ETF ALL-MAT INV GRD (DR) ACC TH,MULTI UNITS LUXEMBOURG,SP,MTXX.L,Fixed Income
MTIX,LYX ETF EMTS INF LKD INV GR ACC TH,MULTI UNITS LUXEMBOURG,SP,MTIX.L,Fixed Income
ELLE,LYX ETF GLOB GENDER EQUALITY (DR) ACC,LYXOR INDEX FUND,SP,ELLE.L,Global Equity
STEA,PIMCO US HY CORP BOND EUR AC,PIMCO ETFS PUBLIC LIMITED COMPANY,SP,STEA.L,Fixed Income
AWSG,UBS ETF ACWI SRI HDG GBP DIS,UBS (IRL) ETF PLC,SP,AWSG.L,Global Equity
AWSR,UBS ETF ACWI SRI HDG USD ACC,UBS (IRL) ETF PLC,SP,AWSR.L,Global Equity
EPRE,AMUNDI FTSE EPRA EUROPE REAL ESTATE,AMUNDI INDEX SOLUTIONS ,SP,EPRE.L,Alternatives
CWEU,AMUNDI MSCI WORLD ENERGY,AMUNDI INDEX SOLUTIONS ,SP,CWEU.L,Alternatives
CWFU,AMUNDI MSCI WORLD FINANCIALS,AMUNDI INDEX SOLUTIONS ,SP,CWFU.L,Global Equity
BYBU,AMUNDI S&P 500 BUYBACK,AMUNDI INDEX SOLUTIONS ,SP,BYBU.L,Global Equity
LUXU,AMUNDI S&P GLOBAL LUXURY,AMUNDI INDEX SOLUTIONS ,SP,LUXU.L,Global Equity
MGTU,LYXOR DJ GLOBAL TITANS 50,MULTI UNITS FRANCE,SP,MGTU.L,Global Equity
SMRU,AMUNDI INDEX GLOBAL MULTI SMART BETA,AMUNDI INDEX SOLUTIONS ,SP,SMRU.L,Global Equity
CMU,AMUNDI INDEX MSCI EMU DR,AMUNDI INDEX SOLUTIONS ,SP,CMU.L,Global Equity
CJ1U,AMUNDI INDEX MSCI JAPAN DR,AMUNDI INDEX SOLUTIONS ,SP,CJ1U.L,Global Equity
CP9U,AMUNDI INDEX MSCI PACIFIC EX JAPAN DR,AMUNDI INDEX SOLUTIONS ,SP,CP9U.L,Global Equity
UBXX,UBS ETF JPM USD EM DIV 1-5GD,UBS ETF,SP,UBXX.L,Fixed Income
UD08,UBS ETF CMCI EX AGRICULTURE HDG GBP A-A,UBS ETFS PLC,SP,UD08.L,Alternatives
UD06,UBS ETF BB COMMODITY CMCI HDG TO GBP A-A,UBS ETFS PLC,SP,UD06.L,Alternatives
LCAN,LYXOR MSCI CANADA UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCAN.L,Global Equity
LAUU,LYXOR AUSTRALIA (S&P/ASX 200) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LAUU.L,Global Equity
SGQP,LYXOR SG GLOBAL QUALITY INCOME NTR,MULTI UNITS LUXEMBOURG,SP,SGQP.L,Global Equity
LCUK,LYXOR CORE MORNINGSTAR UK NT (DR) UCITS,MULTI UNITS LUXEMBOURG,SP,LCUK.L,Global Equity
LCUS,LYXOR CORE MORNINGSTAR US (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCUS.L,Global Equity
LCWL,LYXOR CORE MSCI WORLD (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCWL.L,Global Equity
LCJP,LYXOR CORE MSCI JAPAN (DR) UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCJP.L,Global Equity
ALAU,AMUNDI MSCI EM LATIN AMERICA,AMUNDI INDEX SOLUTIONS ,SP,ALAU.L,Alternatives
AEXK,AMUNDI MSCI EUROPE EX UK,AMUNDI INDEX SOLUTIONS ,SP,AEXK.L,Global Equity
CEUR,AMUNDI MSCI EUROPE,AMUNDI INDEX SOLUTIONS ,SP,CEUR.L,Global Equity
CN1,AMUNDI MSCI NORDIC,AMUNDI INDEX SOLUTIONS ,SP,CN1.L,Global Equity
CSWU,AMUNDI MSCI SWITZERLAND,AMUNDI INDEX SOLUTIONS ,SP,CSWU.L,Global Equity
RS2U,AMUNDI RUSSELL 2000,AMUNDI INDEX SOLUTIONS ,SP,RS2U.L,Global Equity
500U,AMUNDI S&P 500,AMUNDI INDEX SOLUTIONS ,SP,500U.L,Global Equity
JPHG,AMUNDI NIK400 DH GBP,AMUNDI INDEX SOLUTIONS ,SP,JPHG.L,Global Equity
JPHU,AMUNDI NIK400 DH USD,AMUNDI INDEX SOLUTIONS ,SP,JPHU.L,Global Equity
JPNY,AMUNDI JPX-NIKKEI 400,AMUNDI INDEX SOLUTIONS ,SP,JPNY.L,Global Equity
AASU,AMUNDI MSCI EM ASIA,AMUNDI INDEX SOLUTIONS ,SP,AASU.L,Global Equity
LCAL,LYXOR MSCI EM ASIA UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCAL.L,Global Equity
ANXU,AMUNDI NASDAQ-100,AMUNDI INDEX SOLUTIONS ,SP,ANXU.L,Global Equity
MIVO,AMUNDI MSCI EUROPE MIN VOL FACTOR,AMUNDI INDEX SOLUTIONS ,SP,MIVO.L,Global Equity
CU2U,AMUNDI MSCI USA,AMUNDI INDEX SOLUTIONS ,SP,CU2U.L,Global Equity
CI2U,AMUNDI MSCI INDIA,AMUNDI INDEX SOLUTIONS ,SP,CI2U.L,Global Equity
CW8U,AMUNDI MSCI WORLD,AMUNDI INDEX SOLUTIONS ,SP,CW8U.L,Global Equity
CE9U,AMUNDI MSCI EASTERN EUROPE EX RUSSIA,AMUNDI INDEX SOLUTIONS ,SP,CE9U.L,Global Equity
CC1U,AMUNDI MSCI CHINA,AMUNDI INDEX SOLUTIONS ,SP,CC1U.L,Global Equity
AUEM,AMUNDI MSCI EMERGING MARKETS,AMUNDI INDEX SOLUTIONS ,SP,AUEM.L,Global Equity
TPXU,AMUNDI JAPAN TOPIX,AMUNDI INDEX SOLUTIONS ,SP,TPXU.L,Global Equity
TPHU,AMUNDI JAPAN TOPIX DH USD,AMUNDI INDEX SOLUTIONS ,SP,TPHU.L,Global Equity
TPHG,AMUNDI JAPAN TOPIX DH GBP,AMUNDI INDEX SOLUTIONS ,SP,TPHG.L,Global Equity
WESG,LYXOR MSCI WORLD ESG TREND LEADERS,MULTI UNITS LUXEMBOURG,SP,WESG.L,Alternatives
UESG,LYXOR MSCI USA ESG TREND LEADERS,MULTI UNITS LUXEMBOURG,SP,UESG.L,Alternatives
EESG,LYXOR MSCI EMU ESG TREND LEADERS,MULTI UNITS LUXEMBOURG,SP,EESG.L,Alternatives
MESG,LYXOR MSCI EM ESG TREND LEADERS,MULTI UNITS LUXEMBOURG,SP,MESG.L,Alternatives
CCBO,WISDOMTREE AT1 COCO BOND UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,CCBO.L,Fixed Income
COCB,WT AT1 COCO BOND UCITS ETF – USD ACC,WISDOMTREE ISSUER ICAV,SP,COCB.L,Fixed Income
PUTW,WT CBOE S&P 500 PUTW UCITS ETF - USD ACC,WISDOMTREE ISSUER ICAV,SP,PUTW.L,Global Equity
BNKU,LYXOR S&P 500 BANKS UCITS ETF,MULTI UNITS LUXEMBOURG,SP,BNKU.L,Global Equity
GENG,UBS (IRL) ETF GL GEN EQ HDG GPB ACC,UBS (IRL) ETF PLC,SP,GENG.L,Global Equity
GENE,UBS (IRL) ETF GL GEN EQ USD ACC,UBS (IRL) ETF PLC,SP,GENE.L,Global Equity
EUFM,UBS ETF EMU SEL FAC MIX EUR ACC,UBS ETF,SP,EUFM.L,Global Equity
DFJ,WT JAPAN SMALLCAP DIV UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,DFJ.L,Global Equity
DFJA,WT JAPAN SMALLCAP DIV UCITS ETF - USDACC,WISDOMTREE ISSUER ICAV,SP,DFJA.L,Global Equity
USMF,WT US MULTIFACTOR UCITS ETF - USD,WISDOMTREE ISSUER ICAV,SP,USMF.L,Global Equity
FCTR,WT US MULTIFACTOR UCITS ETF - USD ACC,WISDOMTREE ISSUER ICAV,SP,FCTR.L,Global Equity
MFEX,LYXOR CORE MSCI EMU,MULTI UNITS LUXEMBOURG,SP,MFEX.L,Global Equity
MFDD,LYXOR CORE EURO STOXX 300,LYXOR INDEX FUND,SP,MFDD.L,Global Equity
XUEM,X USD EMERGING MARKETS BONDS ETF,XTRACKERS II,SP,XUEM.L,Fixed Income
M9SV,MA - STOXX CHINA A MIN VAR ETF - EUR C,MARKET ACCESS,SP,M9SV.L,Global Equity
XFFE,XTRACKERS II USD RATE SWAP UCITS ETF 1C,XTRACKERS II,SP,XFFE.L,Alternatives
CODO,WT AT1 COCO BOND UCITS ETF - USD HEDGED,WISDOMTREE ISSUER ICAV,SP,CODO.L,Fixed Income
COGO,WT AT1 COCO BOND UCITS ETF - GBP HEDGED,WISDOMTREE ISSUER ICAV,SP,COGO.L,Fixed Income
WCOM,WT ENH COMMODITY UCITS ETF GBP HED ACC,WISDOMTREE ISSUER ICAV,SP,WCOM.L,Alternatives
EMLO,UBS ETF JPM EM MFELC USD DIS,UBS ETF,SP,EMLO.L,Fixed Income
ROAI,LYXOR ROBOTICS & AI UCITS ETF,LYXOR INDEX FUND,SP,ROAI.L,Alternatives
BSUS,UBS ETF BBM US LIQ CORP SUST HDG GBP DIS,UBS ETF,SP,BSUS.L,Fixed Income
LCJG,LYXOR CORE MSCI JAPAN - D HEDGED GBP,MULTI UNITS LUXEMBOURG,SP,LCJG.L,Global Equity
LCCN,LYXOR MSCI CHINA UCITS ETF,MULTI UNITS LUXEMBOURG,SP,LCCN.L,Global Equity
ACWU,LYXOR MSCI ALL COUNTRY WORLD,MULTI UNITS LUXEMBOURG,SP,ACWU.L,Global Equity
CE2D,AMUNDI INDEX MSCI EUROPE UCITS ETF DR D,AMUNDI INDEX SOLUTIONS ,SP,CE2D.L,Global Equity
