Mnemonic,Long Name,Issuer Name,Security Type,Ticker,Asset_Class
LGEG,L&G EUROPE EX UK EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGEG.L,UK Equity
LGGG,L&G GLOBAL EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGGG.L,Global Equity
LGJG,L&G JAPAN EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGJG.L,Global Equity
LGUG,L&G US EQUITY UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,LGUG.L,Global Equity
AIAG,LG ARTIFICIAL INTELLIGENCE ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AIAG.L,Global Equity
GLGG,LG CLEAN WATER ETF,LEGAL & GENERAL UCITS ETF PLC,SP,GLGG.L,Global Equity
DOCG,LG HEALTHCARE BREAKTHROUGH UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DOCG.L,Global Equity
RIEG,LG EU EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIEG.L,Global Equity
RIUG,LG US EQ (RESP. EXCL.) ETF,LEGAL & GENERAL UCITS ETF PLC,SP,RIUG.L,Global Equity
VDEM,VANGUARD FTSE EMERGING MARKETS UCITS ETF,VANGUARD FUNDS PLC,SP,VDEM.L,Global Equity
FEXU,FT US LARGE CAP CORE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEXU.L,Global Equity
FEMU,FIRST TRUST EM ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FEMU.L,Global Equity
FTEU,FIRST TRUST EUROZONE ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FTEU.L,Global Equity
FJPU,FIRST TRUST JAPAN ALPHADEX UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FJPU.L,Global Equity
LEGR,FIRST TRUST INNOVATIVE TECH UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,LEGR.L,Global Equity
FDNU,FT DOW JONES INTERNET UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,FDNU.L,Global Equity
SKYU,FIRST TRUST CLOUD COMPUTING UCITS ETF,FIRST TRUST GLOBAL FUNDS PLC,SP,SKYU.L,Alternatives
BBUS,JPM BETABUILDERS US EQUITY UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,BBUS.L,Global Equity
BBUD,JPM BETABUILDERS US EQUITY UCITS ETF DIS,JPMORGAN ETFS (IRELAND) ICAV,SP,BBUD.L,Global Equity
BBTR,JPM BETABUILDERS US TREASURY BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBTR.L,Fixed Income
BBEG,JPM BETABUILDERS EUR GOVT BOND ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBEG.L,Fixed Income
JPGL,JPM GLOBAL EQUITY MULTIFACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPGL.L,Global Equity
JPUS,JPM US EQUITY MULTI-FACTOR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,JPUS.L,Global Equity
BBIL,JPM US TREASURY BOND 0-1YR UCITS ETF,JPMORGAN ETFS (IRELAND) ICAV,SP,BBIL.L,Fixed Income
JMBA,JPM USD EM SOV BD UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JMBA.L,Fixed Income
JGHY,JPM GLOBAL HY CORP BOND MF UCITS ETF ACC,JPMORGAN ETFS (IRELAND) ICAV,SP,JGHY.L,Fixed Income
FCBR,FIRSTTRUSTNASDAQCYBERSECURITYUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FCBR.L,Alternatives
FBT,FIRSTTRUSTNYSEARCABIOTECHUCITS,FIRST TRUST GLOBAL FUNDS PLC,SP,FBT.L,Global Equity
IDFX,ISHARES CHINA LGE CAP UCITS ETF USD DIST,ISHARES PLC,SP,IDFX.L,Global Equity
IDWR,ISHARES MSCI WORLD UCITS ETF USD (DIST),ISHARES PLC,SP,IDWR.L,Global Equity
IDEM,ISHARES MSCI EM UCITS ETF USD (DIST),ISHARES PLC,SP,IDEM.L,Global Equity
IDKO,ISHARES MSCI KOREA UCITS ETF USD (DIST),ISHARES PLC,SP,IDKO.L,Global Equity
IDBZ,ISHARES MSCI BRAZIL UCITS ETF USD (DIST),ISHARES PLC,SP,IDBZ.L,Global Equity
IDTW,ISHARES MSCI TAIWAN UCITS ETF USD (DIST),ISHARES PLC,SP,IDTW.L,Global Equity
IDFF,ISHARES MSCI AC FE X-JP UCITS ETF $ DIST,ISHARES PLC,SP,IDFF.L,Global Equity
IDEE,ISHARES MSCI E.EUR CAP UCITS ETF $ DIST,ISHARES PLC,SP,IDEE.L,Global Equity
IDAP,ISHARES ASIA PAC. DIV UCITS ETF USD DIST,ISHARES PLC,SP,IDAP.L,Global Equity
IDAR,ISHRS ASIA PROPERTY YIELD ETF USD (DIST),ISHARES II PLC,SP,IDAR.L,Alternatives
IDWP,ISHRS DEV MRKTS PROP YIELD ETF USD DIST,ISHARES II PLC,SP,IDWP.L,Alternatives
IDIN,ISHRS GLOBAL INFRA UCITS ETF USD (DIST),ISHARES II PLC,SP,IDIN.L,Global Equity
IDTK,ISHARES MSCI TURKEY UCITS ETF USD (DIST),ISHARES II PLC,SP,IDTK.L,Global Equity
IDPE,ISHRS LISTED PRIVATE EQUITY ETF USD DIST,ISHARES II PLC,SP,IDPE.L,Global Equity
DH2O,ISHRS GLOBAL WATER UCITS ETF USD (DIST),ISHARES II PLC,SP,DH2O.L,Global Equity
DBRC,ISHARES BRIC 50 UCITS ETF USD (DIST),ISHARES II PLC,SP,DBRC.L,Global Equity
DLTM,ISHRS MSCI EM LATIN AM ETF USD (DIST),ISHARES II PLC,SP,DLTM.L,Alternatives
SEMB,ISHRS J.P. MORGAN $ EM BOND ETF USD DIST,ISHARES II PLC,SP,SEMB.L,Fixed Income
IDJP,ISHRS MSCI JPN SMALL CAP ETF USD (DIST),ISHARES III PLC,SP,IDJP.L,Global Equity
AUCP,L&G GOLD MINING UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,AUCP.L,Alternatives
RTWP,L&G RUSSELL 2000 US SMALL CAP GO UCITS,LEGAL & GENERAL UCITS ETF PLC,SP,RTWP.L,Global Equity
IEBC,ISHRS CORE EUR CORP BOND ETF EUR (DIST),ISHARES III PLC,SP,IEBC.L,Fixed Income
SPXJ,ISHRS MSCI PACIFIC EX-JPN  ETF USD DIST,ISHARES III PLC,SP,SPXJ.L,Global Equity
DL2P,L&G DAX DAILY 2X LONG GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DL2P.L,Alternatives
DS2P,L&G DAX DAILY 2X SHORT GO UCITS ETF,LEGAL & GENERAL UCITS ETF PLC,SP,DS2P.L,Alternatives
SWDA,ISHRS CORE MSCI WORLD ETF USD (ACC),ISHARES III PLC,SP,SWDA.L,Global Equity
SEMA,ISHARES MSCI EM UCITS ETF USD (ACC),ISHARES III PLC,SP,SEMA.L,Global Equity
SJPA,ISHRS CORE MSCI JAPAN IMI ETF USD (ACC),ISHARES III PLC,SP,SJPA.L,Global Equity
SE15,ISHARES EUR CORP BOND 1-5YR ETF EUR DIST,ISHARES III PLC,SP,SE15.L,Fixed Income
SSXF,ISHRS £ CORP BOND EX-FIN ETF GBP (DIST),ISHARES III PLC,SP,SSXF.L,Fixed Income
CMFP,L&G LONGER DATED ALL COMMODITIES,LEGAL & GENERAL UCITS ETF PLC,SP,CMFP.L,Alternatives
CPJ1,ISHRS CORE MSCI PACFC EX-JPN ETF USD ACC,ISHARES VII PLC,SP,CPJ1.L,Global Equity
CSCA,ISHRS MSCI CANADA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSCA.L,Global Equity
CSJP,ISHRS MSCI JAPAN UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSJP.L,Global Equity
CRU1,ISHRS MSCI RUSSIA ADR/GDR ETF USD (ACC),ISHARES VII PLC,SP,CRU1.L,Global Equity
CMX1,ISHRS MSCI MEXICO CAPPED ETF USD (ACC),ISHARES VII PLC,SP,CMX1.L,Global Equity
CEA1,ISHRS MSCI EM ASIA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CEA1.L,Global Equity
HBRL,HSBC MSCI BRAZIL UCITS ETF $,HSBC ETFS PLC,SP,HBRL.L,Global Equity
HTRD,HSBC MSCI TURKEY UCITS ETF $,HSBC ETFS PLC,SP,HTRD.L,Global Equity
SPOL,ISHARES MSCI POLAND UCITS ETF USD (ACC),ISHARES V PLC,SP,SPOL.L,Global Equity
ES15,ISHARES £ CORP BD 0-5 UCITS ETF GBP DIST,ISHARES PLC,SP,ES15.L,Fixed Income
SEML,ISHRS EM LOCAL GOVT BOND ETF USD (DIST),ISHARES III PLC,SP,SEML.L,Fixed Income
SUAG,ISHRS US AGG BOND UCITS ETF USD (DIST),ISHARES II PLC,SP,SUAG.L,Fixed Income
SHYU,ISHRS $ HIGH YIELD CRP BND ETF USD DIST,ISHARES II PLC,SP,SHYU.L,Fixed Income
SPOG,ISHRS OIL & GAS EXPL & PROD ETF USD ACC,ISHARES V PLC,SP,SPOG.L,Alternatives
SPAG,ISHARES AGRIBUSINESS UCITS ETF USD (ACC),ISHARES V PLC,SP,SPAG.L,Global Equity
SPGP,ISHRS GOLD PRODUCERS ETF USD (ACC),ISHARES V PLC,SP,SPGP.L,Alternatives
SSAC,ISHRS MSCI ACWI UCITS ETF USD (ACC),ISHARES V PLC,SP,SSAC.L,Global Equity
SEDY,ISHRS EM DIVIDEND UCITS ETF USD (DIST),ISHARES V PLC,SP,SEDY.L,Global Equity
SGEA,ISHRS EMR ASIA LCAL GVT BND ETF USD DIST,ISHARES III PLC,SP,SGEA.L,Fixed Income
EMCP,ISHRS $ EM CORP BOND UCITS ETF USD DIST,ISHARES V PLC,SP,EMCP.L,Fixed Income
CORP,ISHARES GLBL CORP BND UCITS ETF USD DIST,ISHARES PLC,SP,CORP.L,Fixed Income
HYLD,ISHARES GLBL HY CP BD UCITS ETF USD DIST,ISHARES PLC,SP,HYLD.L,Fixed Income
EMMV,ISHRS EDGE MSCI EM MIN VOL ETF USD (ACC),ISHARES VI PLC,SP,EMMV.L,Global Equity
MVOL,ISHRS EDGE MSCI WRLD MINVOL ETF USD ACC,ISHARES VI PLC,SP,MVOL.L,Global Equity
LQDG,ISHRS $ CRP BND INT RATE HDG USD (DIST),ISHARES PLC,SP,LQDG.L,Fixed Income
IGSD,ISHS $ SHORT DUR CORP BOND ETF USD(DIST),ISHARES IV PLC,SP,IGSD.L,Fixed Income
SDHG,ISHS $ SHRT DUR HY CRP BD ETF USD (DIST),ISHARES IV PLC,SP,SDHG.L,Fixed Income
ERNU,ISHS $ ULTRASHORT BD UCITS ETF USD DIST,ISHARES IV PLC,SP,ERNU.L,Fixed Income
ERN1,ISHS EUR ULTRASHORT BD UCITS ETF (DIST),ISHARES IV PLC,SP,ERN1.L,Fixed Income
EIMI,ISHARES CORE EM IMI UCITS ETF USD (ACC),ISHARES PLC,SP,EIMI.L,Global Equity
IWFQ,ISHS EDGE MSCI WRLD QLTY FAC ETF USD ACC,ISHARES IV PLC,SP,IWFQ.L,Global Equity
IWFM,ISHS EDGE MSCI WLD MMNT FACT ETF USD ACC,ISHARES IV PLC,SP,IWFM.L,Global Equity
IWFV,ISHS EDGE MSCI WRL VAL FCT UCITS ETF ACC,ISHARES IV PLC,SP,IWFV.L,Global Equity
IWFS,ISHS EDGE MSCI WLD SIZE FCT ETF USD ACC,ISHARES IV PLC,SP,IWFS.L,Global Equity
IASH,ISHS MSCI CHINA A UCITS ETF USD (ACC),ISHARES IV PLC,SP,IASH.L,Global Equity
ISRL,ISHS TA-35 ISRAEL UCITS ETF USD ACC,ISHARES IV PLC,SP,ISRL.L,Global Equity
RISE,ISHS FLLN ANGELS HY CRP BD UCITS ETF DIS,ISHARES IV PLC,SP,RISE.L,Fixed Income
LQDS,ISHARES $ CORP BOND UCITS ETF USD (DIST),ISHARES PLC,SP,LQDS.L,Fixed Income
SUES,ISHS MSCI EM SRI UCITS ETF USD ACC,ISHARES IV PLC,SP,SUES.L,Global Equity
RBTX,ISHS AUTO & ROBOTICS UCITS ETF USD (ACC),ISHARES IV PLC,SP,RBTX.L,Alternatives
AGES,ISHS AGEING POPULATON UCITS ETF USD(ACC),ISHARES IV PLC,SP,AGES.L,Global Equity
DRDR,ISHS HEALTHCARE INNVTION UCITS ETF ACC,ISHARES IV PLC,SP,DRDR.L,Global Equity
DGIT,ISHS DIGITALISATION UCITS ETF USD (ACC),ISHARES IV PLC,SP,DGIT.L,Global Equity
SUJA,ISHARES MSCI JAPAN SRI UCITS ETF,ISHARES IV PLC,SP,SUJA.L,Global Equity
IISU,ISHRS SP500 INDUS SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IISU.L,Global Equity
IMSU,ISHRS SP500 MAT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IMSU.L,Global Equity
ICSU,IS SP500 CON STPL SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,ICSU.L,Global Equity
IUSU,ISH SP500 UTILIT SCTR UCITS ETF USD ACC,ISHARES V PLC,SP,IUSU.L,Global Equity
TP05,ISHARES $ TIPS 0-5 UCITS ETF,ISHARES II PLC,SP,TP05.L,Fixed Income
WQDS,IS WORLD QUALITY DIVIDEND USD (DIST),ISHARES II PLC,SP,WQDS.L,Global Equity
FLO5,ISHARES $ FLOATING RATE BOND UCITS,ISHARES II PLC,SP,FLO5.L,Alternatives
JPEE,ISHARES J.P. MORGAN $ EM BOND UCITS,ISHARES II PLC,SP,JPEE.L,Fixed Income
HYEA,ISHARES GL HYLD CRP BOND UCITS USD (ACC),ISHARES PLC,SP,HYEA.L,Fixed Income
AGGG,ISH GLOBAL AGG BOND ETF USD DIST,ISHARES III PLC,SP,AGGG.L,Fixed Income
IWVG,ISH WORLD VALUE ETF GBP DIST,ISHARES IV PLC,SP,IWVG.L,Global Equity
WLDS,ISH MSCI WLD SMALL CAP UCITS ETF ACC GBP,ISHARES III PLC,SP,WLDS.L,Global Equity
NDIA,ISH MSCI INDIA UCITS ETF USD ACC,ISHARES IV PLC,SP,NDIA.L,Global Equity
HMCA,HSBC MSCI CHINA A INCLUSION UCITS ETF,HSBC ETFS PLC,SP,HMCA.L,Global Equity
HMSA,HSBC MSCI SA ARA 20/35 C,HSBC ETFS PLC,SP,HMSA.L,Global Equity
SPEP,IVZ S&P 500 ESG UCITS ETF ACC,INVESCO MARKETS PLC,SP,SPEP.L,Global Equity
LGCU,INVESCO COMMODITY COMPOSIT UCITS ETF,INVESCO MARKETS PLC,SP,LGCU.L,Alternatives
VUSD,VANGUARD S&P 500 UCITS ETF,VANGUARD FUNDS PLC,SP,VUSD.L,Global Equity
VWRD,VANGUARD FTSE ALL-WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VWRD.L,Global Equity
VDJP,VANGUARD FTSE JAPAN UCITS ETF,VANGUARD FUNDS PLC,SP,VDJP.L,Global Equity
VDPX,VANGUARD FTSE DEV ASIAPAC XJPN UCITS ETF,VANGUARD FUNDS PLC,SP,VDPX.L,Global Equity
VHYD,VANGUARD FTSE WRLD HI DIV YLD UCITS ETF,VANGUARD FUNDS PLC,SP,VHYD.L,Global Equity
MLPQ,INVESCO MORN* US ENERGY INFRA MLP ETF A,INVESCO MARKETS PLC,SP,MLPQ.L,Alternatives
MLPP,INVESCO MORN* US ENERGY INFRA MLP ETF B,INVESCO MARKETS PLC,SP,MLPP.L,Alternatives
XLFQ,INVESCO FINANCIAL S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLFQ.L,Global Equity
XLKQ,INVESCO TECHNOLOG S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLKQ.L,Global Equity
EFIS,INVESCO GOLDMAN SACHS EFI WORLD UCIT ETF,INVESCO MARKETS PLC,SP,EFIS.L,Alternatives
X7PP,INVESCO STOXX EUR 600 OPT BANKS UCIT ETF,INVESCO MARKETS PLC,SP,X7PP.L,Global Equity
MXWS,INVESCO MSCI WORLD UCITS ETF,INVESCO MARKETS PLC,SP,MXWS.L,Global Equity
SPXP,INVESCO S&P 500 UCITS ETF,INVESCO MARKETS PLC,SP,SPXP.L,Global Equity
XLYP,INVESCO CONS DISC S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLYP.L,Global Equity
XLPP,INVESCO CONS STAP S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLPP.L,Global Equity
XLEP,INVESCO ENERGY S&P US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLEP.L,Alternatives
XLVP,INVESCO HLTH CARE S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLVP.L,Global Equity
XLIP,INVESCO INDUSTRIA S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLIP.L,Global Equity
XLBP,INVESCO MATERIALS S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLBP.L,Global Equity
XLUP,INVESCO UTILITIES S&P US SECTOR UCIT ETF,INVESCO MARKETS PLC,SP,XLUP.L,Global Equity
XD9U,X MSCI USA,XTRACKERS (IE) PLC,SP,XD9U.L,Global Equity
XWLD,X MSCI WORLD 1C,XTRACKERS (IE) PLC,SP,XWLD.L,Global Equity
XDWE,X S&P 500 EQUAL WEIGHT,XTRACKERS (IE) PLC,SP,XDWE.L,Global Equity
S400,INVESCO JPX-NIKKEI 400 UCITS ETF,INVESCO MARKETS PLC,SP,S400.L,Global Equity
VDEV,VANGUARD FTSE DEVELOPED WORLD UCITS ETF,VANGUARD FUNDS PLC,SP,VDEV.L,Global Equity
VDNR,VANGUARD FTSE NORTH AMERICA UCITS ETF,VANGUARD FUNDS PLC,SP,VDNR.L,Global Equity
SBUY,INVESCO GLOBAL BUYBACK ACHIEVERS UCITS E,INVESCO MARKETS III PLC,SP,SBUY.L,Global Equity
EQQU,INVESCO EQQQ NASDAQ 100 UCITS ETF,INVESCO MARKETS III PLC,SP,EQQU.L,Global Equity
PRUS,INVESCO FTSE RAFI US 1000 UCITS ETF,INVESCO MARKETS III PLC,SP,PRUS.L,Global Equity
XRSG,X RUSSELL 2000,XTRACKERS (IE) PLC,SP,XRSG.L,Global Equity
XRSS,X RUSSELL MIDCAP,XTRACKERS (IE) PLC,SP,XRSS.L,Global Equity
HDLG,INVESCO S&P 500 HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,HDLG.L,Global Equity
XDNS,X JPX NIKKEI 400,XTRACKERS (IE) PLC,SP,XDNS.L,Global Equity
MXFP,INVESCO MSCI EMERGING MARKETS UCITS ETF,INVESCO MARKETS PLC,SP,MXFP.L,Global Equity
VDMV,VANGUARD GLOBAL MIN VOLATILITY UCITS ETF,VANGUARD FUNDS PLC,SP,VDMV.L,Global Equity
VDVA,VANGUARD GLOBAL VALUE FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDVA.L,Global Equity
VDMO,VANGUARD GLBL MOMENTUM FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDMO.L,Global Equity
VDLQ,VANGUARD GLBL LIQUIDITY FACTOR UCITS ETF,VANGUARD FUNDS PLC,SP,VDLQ.L,Cash
EUHD,INVESCO EURO STOXX HIGH DIV LOW VOL ETF,INVESCO MARKETS III PLC,SP,EUHD.L,Global Equity
SMEU,INVESCO MSCI EUROPE UCITS ETF,INVESCO MARKETS PLC,SP,SMEU.L,Global Equity
HDEM,INVESCO FTSE EM HDLV UCITS ETF,INVESCO MARKETS III PLC,SP,HDEM.L,Global Equity
CHIP,ICBCCS WISDOMTREE S&P CH 500 B USD(GBP),ICBC CREDIT SUISSE UCITS ETF SICAV,SP,CHIP.L,Global Equity
CHIC,ICBCCS WISDOMTREE S&P CH 500 B USD(CNY),ICBC CREDIT SUISSE UCITS ETF SICAV,SP,CHIC.L,Global Equity
FAHY,INVESCO US HY FALL ANGEL UCITS ETF,INVESCO MARKETS III PLC,SP,FAHY.L,Fixed Income
CMOP,INVESCO BLOOMBERG COMMODITY UCITS ETF,INVESCO MARKETS PLC,SP,CMOP.L,Alternatives
PQVG,INVESCO S&P 500 QVM UCITS ETF,INVESCO MARKETS III PLC,SP,PQVG.L,Global Equity
XMMS,X MSCI EMERGING MARKETS,XTRACKERS (IE) PLC,SP,XMMS.L,Global Equity
MSAP,INVESCO MSCI SAUDI ARABIA UCITS ETF,INVESCO MARKETS PLC,SP,MSAP.L,Global Equity
PRFP,INVESCO PREFERRED SHARES UCITS ETF DIST,INVESCO MARKETS II PLC,SP,PRFP.L,Global Equity
UFLP,INVESCO USD FLOATING RATE NOTE UCITS ETF,INVESCO MARKETS II PLC,SP,UFLP.L,Alternatives
AT1P,INVESCO AT1 CAPITAL BOND UCITS ETF,INVESCO MARKETS II PLC,SP,AT1P.L,Fixed Income
EFEP,IVZ GS EQTY FCTR IDX EMG MKTS UCITS ETF,INVESCO MARKETS PLC,SP,EFEP.L,Global Equity
XLCP,IVZ COMMUNICATIONS US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XLCP.L,Global Equity
BCHS,IVZ ELWOOD BLOCKCHAIN UCITS ETF GBX,INVESCO MARKETS II PLC,SP,BCHS.L,Alternatives
ESGG,IVZ MSCI WORLD ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGG.L,Global Equity
ESGS,IVZ MSCI USA ESG UNI SCREEN UCITS ETF,INVESCO MARKETS II PLC,SP,ESGS.L,Global Equity
XREP,INVESCO REAL ESTATE US SECTOR UCITS ETF,INVESCO MARKETS PLC,SP,XREP.L,Alternatives
LUMV,OSSIAM ETF US MINIMUM VARIANCE NR - GBX,OSSIAM IRL ICAV,SP,LUMV.L,Global Equity
XESJ,X MSCI ESG JAPAN,XTRACKERS (IE) PLC,SP,XESJ.L,Global Equity
XESU,X MSCI ESG USA,XTRACKERS (IE) PLC,SP,XESU.L,Global Equity
XESW,X MSCI ESG WORLD,XTRACKERS (IE) PLC,SP,XESW.L,Global Equity
XESE,X MSCI EMERGING MARKETS ESG ETF,XTRACKERS (IE) PLC,SP,XESE.L,Global Equity
IDUS,ISHARES S&P 500 UCITS ETF USD (DIST),ISHARES PLC,SP,IDUS.L,Global Equity
IDNA,ISHS MSCI N.AMERICA UCITS ETF USD DIST,ISHARES PLC,SP,IDNA.L,Global Equity
IDBT,ISHARES $TRES.BD1-3YR UCITS ETF USD DIST,ISHARES PLC,SP,IDBT.L,Global Equity
IDTM,ISHRS $ TREAS BOND 7-10YR ETF USD (DIST),ISHARES II PLC,SP,IDTM.L,Fixed Income
IDTP,ISHARES USD TIPS UCITS ETF USD (ACC),ISHARES II PLC,SP,IDTP.L,Fixed Income
IDUP,ISHRS US PROP YIELD UCITS ETF USD (DIST),ISHARES II PLC,SP,IDUP.L,Alternatives
ISDW,ISHRS MSCI WRLD ISLMIC ETF USD (DIST),ISHARES II PLC,SP,ISDW.L,Global Equity
ISDU,ISHRS MSCI USA ISLMIC UCITS ETF USD DIST,ISHARES II PLC,SP,ISDU.L,Global Equity
IDP6,ISHRS S&P SMLL CAP 600 ETF USD (DIST),ISHARES III PLC,SP,IDP6.L,Global Equity
SGIL,ISHRS GLBL INFL LNKD GVT BND ETF USD ACC,ISHARES III PLC,SP,SGIL.L,Fixed Income
SGLO,ISHRS GLOBAL GOVT BOND ETF USD (DIST),ISHARES III PLC,SP,SGLO.L,Fixed Income
SMEA,ISHARES MSCI EUROPE UCITS ETF EUR (ACC),ISHARES III PLC,SP,SMEA.L,Global Equity
SRSA,ISHRS MSCI SOUTH AFRICA ETF USD (ACC),ISHARES III PLC,SP,SRSA.L,Global Equity
SAUS,ISHRS MSCI AUST UCITS ETF USD (ACC),ISHARES III PLC,SP,SAUS.L,Global Equity
HSPD,HSBC S&P 500 UCITS ETF $,HSBC ETFS PLC,SP,HSPD.L,Global Equity
SHYG,ISHARES EUR H.YLD C.B UCITS ETF EUR DIST,ISHARES PLC,SP,SHYG.L,Global Equity
HMXD,HSBC MSCI PACIFIC EX JAPAN UCITS ETF,HSBC ETFS PLC,SP,HMXD.L,Global Equity
CUS1,ISHRS MSCI USA SMALL CAP ETF USD (ACC),ISHARES VII PLC,SP,CUS1.L,Global Equity
CES1,ISHRS MSCI EMU SMALL CAP ETF EUR (ACC),ISHARES VII PLC,SP,CES1.L,Global Equity
CU31,ISHRS USD TRSY BOND 1-3YR ETF USD (ACC),ISHARES VII PLC,SP,CU31.L,Fixed Income
CU71,ISHRS USD TRSRY BOND 3-7YR ETF USD (ACC),ISHARES VII PLC,SP,CU71.L,Fixed Income
CE31,ISHRS EUR GOVT BOND 1-3YR  ETF EUR (ACC),ISHARES VII PLC,SP,CE31.L,Fixed Income
CSP1,ISHRS CORE S&P 500 UCITS ETF USD (ACC),ISHARES VII PLC,SP,CSP1.L,Global Equity
CS51,ISHRS CORE EURO STOXX 50 ETF EUR (ACC),ISHARES VII PLC,SP,CS51.L,Global Equity
CNX1,ISHRS NASDAQ 100 UCITS ETF USD (ACC),ISHARES VII PLC,SP,CNX1.L,Global Equity
CU1,ISHRS MSCI USA UCITS ETF USD (ACC),ISHARES VII PLC,SP,CU1.L,Global Equity
CEU1,ISHRS MSCI EMU UCITS ETF EUR (ACC),ISHARES VII PLC,SP,CEU1.L,Global Equity
HMFD,HSBC MSCI EM FAR EAST UCITS ETF $,HSBC ETFS PLC,SP,HMFD.L,Global Equity
HMJD,HSBC MSCI JAPAN UCITS ETF $,HSBC ETFS PLC,SP,HMJD.L,Global Equity
HMUD,HSBC MSCI USA UCITS ETF $,HSBC ETFS PLC,SP,HMUD.L,Global Equity
HMWD,HSBC MSCI WORLD UCITS ETF $,HSBC ETFS PLC,SP,HMWD.L,Global Equity
HMCD,HSBC MSCI CHINA UCITS ETF,HSBC ETFS PLC,SP,HMCD.L,Global Equity
HZAD,HSBC MSCI SOUTH AFRICA UCITS ETF $,HSBC ETFS PLC,SP,HZAD.L,Global Equity
HCAD,HSBC MSCI CANADA UCITS ETF $,HSBC ETFS PLC,SP,HCAD.L,Global Equity
IGSG,ISHR DW JNES GLB SUST SCRNED ETF USD ACC,ISHARES II PLC,SP,IGSG.L,Global Equity
HMED,HSBC MSCI MEXICO CAPPED UCITS ETF $,HSBC ETFS PLC,SP,HMED.L,Global Equity
HMLD,HSBC MSCI EM LATIN AMERICA UCITS ETF $,HSBC ETFS PLC,SP,HMLD.L,Alternatives
HIDD,HSBC MSCI INDONESIA UCITS ETF $,HSBC ETFS PLC,SP,HIDD.L,Global Equity
HTWD,HSBC MSCI TAIWAN UCITS ETF $,HSBC ETFS PLC,SP,HTWD.L,Global Equity
HMYD,HSBC MSCI MALAYSIA UCITS ETF $,HSBC ETFS PLC,SP,HMYD.L,Global Equity
HKOD,HSBC MSCI KOREA CAPPED UCITS ETF $,HSBC ETFS PLC,SP,HKOD.L,Global Equity
HPRD,HSBC FTSE EPRA/NAREIT DEV. UCITS ETF $,HSBC ETFS PLC,SP,HPRD.L,Alternatives
HRUD,HSBC MSCI RUSSIA CAPPED UCITS ETF $,HSBC ETFS PLC,SP,HRUD.L,Global Equity
HMEM,HSBC MSCI EMERGING MARKETS UCITS ETF $,HSBC ETFS PLC,SP,HMEM.L,Global Equity
IJPU,ISHARES MSCI JAPAN UCITS ETF USD (DIST),ISHARES PLC,SP,IJPU.L,Global Equity
IAAA,ISHRS GLOBAL AAA-AA GVT BND ETF USD DIST,ISHARES VI PLC,SP,IAAA.L,Fixed Income
